@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2014-06-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9781558603073500472', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9781558603073500472?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-1-55860-307-3.50047-2,https://api.elsevier.com/content/article/pii/B9781558603073500472,Online Learning with Random Representations,Richard S. Sutton,Machine Learning Proceedings 1993,,1993-12-31,314,321,10.1016/B978-1-55860-307-3.50047-2,False,B9781558603073500472,"{'author': [{'$': 'Richard S. Sutton'}, {'$': 'Steven D. Whitehead'}]}"
true,2021-07-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2214785321052354', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2214785321052354?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.matpr.2021.07.376,https://api.elsevier.com/content/article/pii/S2214785321052354,A framework on driving behavior and pattern using On-Board diagnostics (OBD-II) tool,Meenakshi Malik,Materials Today: Proceedings,,2021-07-27,,,10.1016/j.matpr.2021.07.376,False,S2214785321052354,"{'author': [{'$': 'Meenakshi Malik'}, {'$': 'Rainu Nandal'}]}"
true,2021-05-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S095070512100397X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S095070512100397X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.knosys.2021.107134,https://api.elsevier.com/content/article/pii/S095070512100397X,"A comprehensive survey on sentiment analysis: Approaches, challenges and trends",Marouane Birjali,Knowledge-Based Systems,226,2021-08-17,107134,,10.1016/j.knosys.2021.107134,False,S095070512100397X,"{'author': [{'$': 'Marouane Birjali'}, {'$': 'Mohammed Kasri'}, {'$': 'Abderrahim Beni-Hssane'}]}"
true,2020-10-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1877050920319311', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1877050920319311?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procs.2020.09.036,https://api.elsevier.com/content/article/pii/S1877050920319311,A Generic approach for Pronominal Anaphora and Zero Anaphora resolution in Arabic language,Saoussen Mathlouthi Bouzid,Procedia Computer Science,176,2020-12-31,642,652,10.1016/j.procs.2020.09.036,True,S1877050920319311,"{'author': [{'$': 'Saoussen Mathlouthi Bouzid'}, {'$': 'Chiraz Ben Othmane Zribi'}]}"
true,2021-07-23T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780323901840000035', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780323901840000035?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-323-90184-0.00003-5,https://api.elsevier.com/content/article/pii/B9780323901840000035,Chapter 1: Introduction,Yashvi Chandola,Deep Learning for Chest Radiographs,,2021-12-31,1,33,10.1016/B978-0-323-90184-0.00003-5,False,B9780323901840000035,"{'author': [{'$': 'Yashvi Chandola'}, {'$': 'Jitendra Virmani'}, {'$': 'Papendra Kumar'}]}"
true,2021-10-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2666964121000291', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2666964121000291?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.stlm.2021.100034,https://api.elsevier.com/content/article/pii/S2666964121000291,3D printing in cardiology: A review of applications and roles for advanced cardiac imaging,Ellen M. Lindquist,Annals of 3D Printed Medicine,4,2021-12-31,100034,,10.1016/j.stlm.2021.100034,True,S2666964121000291,"{'author': [{'$': 'Ellen M. Lindquist'}, {'$': 'Jordan M. Gosnell'}, {'$': 'Joseph J. Vettukattil'}]}"
true,2015-08-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1674775515000839', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1674775515000839?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jrmge.2015.06.008,https://api.elsevier.com/content/article/pii/S1674775515000839,Prediction of roadheaders' performance using artificial neural network approaches (MLP and KOSFM),Arash Ebrahimabadi,Journal of Rock Mechanics and Geotechnical Engineering,7,2015-10-31,573,583,10.1016/j.jrmge.2015.06.008,True,S1674775515000839,"{'author': [{'$': 'Arash Ebrahimabadi'}, {'$': 'Mohammad Azimipour'}, {'$': 'Ali Bahreini'}]}"
true,2021-02-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S095741742100107X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S095741742100107X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eswa.2021.114666,https://api.elsevier.com/content/article/pii/S095741742100107X,NeuroEvolution of augmenting topologies for solving a two-stage hybrid flow shop scheduling problem: A comparison of different solution strategies,Sebastian Lang,Expert Systems with Applications,172,2021-06-15,114666,,10.1016/j.eswa.2021.114666,True,S095741742100107X,"{'author': [{'$': 'Sebastian Lang'}, {'$': 'Tobias Reggelin'}, {'$': 'Abdulrahman Nahhas'}]}"
true,2013-05-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0952197613000766', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0952197613000766?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.engappai.2013.04.010,https://api.elsevier.com/content/article/pii/S0952197613000766,An appraisal and design of a multi-agent system based cooperative wireless intrusion detection computational intelligence technique,Shahaboddin Shamshirband,Engineering Applications of Artificial Intelligence,26,2013-10-31,2105,2127,10.1016/j.engappai.2013.04.010,False,S0952197613000766,"{'author': [{'$': 'Shahaboddin Shamshirband'}, {'$': 'Nor Badrul Anuar'}, {'$': 'Ahmed Patel'}]}"
true,2014-04-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0952197614000621', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0952197614000621?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.engappai.2014.03.007,https://api.elsevier.com/content/article/pii/S0952197614000621,An unsupervised feature selection algorithm based on ant colony optimization,Sina Tabakhi,Engineering Applications of Artificial Intelligence,32,2014-06-30,112,123,10.1016/j.engappai.2014.03.007,False,S0952197614000621,"{'author': [{'$': 'Sina Tabakhi'}, {'$': 'Parham Moradi'}, {'$': 'Fardin Akhlaghian'}]}"
true,2021-06-22T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1367578821000195', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1367578821000195?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.arcontrol.2021.04.001,https://api.elsevier.com/content/article/pii/S1367578821000195,Robustness of AI-based prognostic and systems health management,Samir Khan,Annual Reviews in Control,51,2021-12-31,130,152,10.1016/j.arcontrol.2021.04.001,False,S1367578821000195,"{'author': [{'$': 'Samir Khan'}, {'$': 'Seiji Tsutsumi'}, {'$': 'Shinichi Nakasuka'}]}"
true,1998-05-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0921889096000681', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0921889096000681?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0921-8890(96)00068-1,https://api.elsevier.com/content/article/pii/S0921889096000681,Learning social behavior,Maja J. Matarić,Robotics and Autonomous Systems,20,1997-06-30,191,204,10.1016/S0921-8890(96)00068-1,False,S0921889096000681,{'author': 'Maja J. Matarić'}
true,2020-01-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0085253820300120', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0085253820300120?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.kint.2019.11.037,https://api.elsevier.com/content/article/pii/S0085253820300120,Electronic health records for the diagnosis of rare diseases,Nicolas Garcelon,Kidney International,97,2020-04-30,676,686,10.1016/j.kint.2019.11.037,False,S0085253820300120,"{'author': [{'$': 'Nicolas Garcelon'}, {'$': 'Anita Burgun'}, {'$': 'Antoine Neuraz'}]}"
true,2021-01-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2214212620308620', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2214212620308620?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jisa.2020.102722,https://api.elsevier.com/content/article/pii/S2214212620308620,Weaponized AI for cyber attacks,Muhammad Mudassar Yamin,Journal of Information Security and Applications,57,2021-03-31,102722,,10.1016/j.jisa.2020.102722,False,S2214212620308620,"{'author': [{'$': 'Muhammad Mudassar Yamin'}, {'$': 'Mohib Ullah'}, {'$': 'Basel Katt'}]}"
true,2018-05-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0950584918300752', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0950584918300752?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.infsof.2018.04.010,https://api.elsevier.com/content/article/pii/S0950584918300752,The use of artificial neural networks for extracting actions and actors from requirements document,Aysh Al-Hroob,Information and Software Technology,101,2018-09-30,1,15,10.1016/j.infsof.2018.04.010,False,S0950584918300752,"{'author': [{'$': 'Aysh Al-Hroob'}, {'$': 'Ayad Tareq Imam'}, {'$': 'Rawan Al-Heisa'}]}"
true,2021-10-06T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S240584402102226X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S240584402102226X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.heliyon.2021.e08123,https://api.elsevier.com/content/article/pii/S240584402102226X,Process monitoring for quality — A multiple classifier system for highly unbalanced data,Carlos A. Escobar,Heliyon,7,2021-10-31,e08123,,10.1016/j.heliyon.2021.e08123,True,S240584402102226X,"{'author': [{'$': 'Carlos A. Escobar'}, {'$': 'Daniela Macias'}, {'$': 'Ruben Morales-Menendez'}]}"
true,1998-05-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0921889097807087', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0921889097807087?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0921-8890(97)80708-7,https://api.elsevier.com/content/article/pii/S0921889097807087,Living in a partially structured environment: How to bypass the limitations of classical reinforcement techniques,P. Gaussier,Robotics and Autonomous Systems,20,1997-06-30,225,250,10.1016/S0921-8890(97)80708-7,False,S0921889097807087,"{'author': [{'$': 'P. Gaussier'}, {'$': 'A. Revel'}, {'$': 'S. Zrehen'}]}"
true,2017-12-06T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167876017303690', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167876017303690?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ijpsycho.2017.11.017,https://api.elsevier.com/content/article/pii/S0167876017303690,Feedback information and the reward positivity,Jeffrey Cockburn,International Journal of Psychophysiology,132,2018-10-31,243,251,10.1016/j.ijpsycho.2017.11.017,False,S0167876017303690,"{'author': [{'$': 'Jeffrey Cockburn'}, {'$': 'Clay B. Holroyd'}]}"
true,2021-08-13T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1568494621007274', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1568494621007274?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.asoc.2021.107806,https://api.elsevier.com/content/article/pii/S1568494621007274,Jamming detection at the edge of drone networks using Multi-layer Perceptrons and Decision Trees,Claudia Greco,Applied Soft Computing,111,2021-11-30,107806,,10.1016/j.asoc.2021.107806,False,S1568494621007274,"{'author': [{'$': 'Claudia Greco'}, {'$': 'Pasquale Pace'}, {'$': 'Giancarlo Fortino'}]}"
true,2019-09-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1364661319302001', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1364661319302001?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.tics.2019.07.012,https://api.elsevier.com/content/article/pii/S1364661319302001,Where Does Value Come From?,Keno Juechems,Trends in Cognitive Sciences,23,2019-10-31,836,850,10.1016/j.tics.2019.07.012,False,S1364661319302001,"{'author': [{'$': 'Keno Juechems'}, {'$': 'Christopher Summerfield'}]}"
true,2009-04-09T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1071581909000457', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1071581909000457?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ijhcs.2009.03.004,https://api.elsevier.com/content/article/pii/S1071581909000457,Interacting meaningfully with machine learning systems: Three experiments,Simone Stumpf,International Journal of Human-Computer Studies,67,2009-08-31,639,662,10.1016/j.ijhcs.2009.03.004,False,S1071581909000457,"{'author': [{'$': 'Simone Stumpf'}, {'$': 'Vidya Rajaram'}, {'$': 'Jonathan Herlocker'}]}"
true,2021-06-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167739X21002168', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167739X21002168?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.future.2021.06.021,https://api.elsevier.com/content/article/pii/S0167739X21002168,Optimizing makespan and resource utilization for multi-DNN training in GPU cluster,Zhongjin Li,Future Generation Computer Systems,125,2021-12-31,206,220,10.1016/j.future.2021.06.021,False,S0167739X21002168,"{'author': [{'$': 'Zhongjin Li'}, {'$': 'Victor Chang'}, {'$': 'Francesco Piccialli'}]}"
true,2000-04-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/089360809400063R', 'scidir': 'https://www.sciencedirect.com/science/article/pii/089360809400063R?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0893-6080(94)00063-R,https://api.elsevier.com/content/article/pii/089360809400063R,"A real-time, unsupervised neural network for the low-level control of a mobile robot in a nonstationary environment",Eduardo Zalama,Neural Networks,8,1995-12-31,103,123,10.1016/0893-6080(94)00063-R,False,089360809400063R,"{'author': [{'$': 'Eduardo Zalama'}, {'$': 'Paolo Gaudiano'}, {'$': 'Juan López Coronado'}]}"
true,2020-09-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0031320320304805', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0031320320304805?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.patcog.2020.107677,https://api.elsevier.com/content/article/pii/S0031320320304805,Exploring global diverse attention via pairwise temporal relation for video summarization,Ping Li,Pattern Recognition,111,2021-03-31,107677,,10.1016/j.patcog.2020.107677,False,S0031320320304805,"{'author': [{'$': 'Ping Li'}, {'$': 'Qinghao Ye'}, {'$': 'Ling Shao'}]}"
true,2004-02-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1569905604000429', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1569905604000429?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eursup.2004.02.016,https://api.elsevier.com/content/article/pii/S1569905604000429,Artificial Neural Networks in Urology 2004,Mesut Remzi,European Urology Supplements,3,2004-03-31,33,38,10.1016/j.eursup.2004.02.016,False,S1569905604000429,"{'author': [{'$': 'Mesut Remzi'}, {'$': 'Bob Djavan'}]}"
true,2003-02-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/0004370292900586', 'scidir': 'https://www.sciencedirect.com/science/article/pii/0004370292900586?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0004-3702(92)90058-6,https://api.elsevier.com/content/article/pii/0004370292900586,Automatic programming of behavior-based robots using reinforcement learning,Sridhar Mahadevan,Artificial Intelligence,55,1992-06-30,311,365,10.1016/0004-3702(92)90058-6,False,0004370292900586,"{'author': [{'$': 'Sridhar Mahadevan'}, {'$': 'Jonathan Connell'}]}"
true,2014-06-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780080418988500803', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780080418988500803?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-041898-8.50080-3,https://api.elsevier.com/content/article/pii/B9780080418988500803,REINFORCEMENT LEARNING AND RECRUITMENT MECHANISM FOR ADAPTIVE DISTRIBUTED CONTROL,H. Bersini,Artificial Intelligence in Real-Time Control 1992,,1993-12-31,467,473,10.1016/B978-0-08-041898-8.50080-3,False,B9780080418988500803,{'author': 'H. Bersini'}
true,2015-03-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780080970868430059', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780080970868430059?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-097086-8.43005-9,https://api.elsevier.com/content/article/pii/B9780080970868430059,Artificial Intelligence: Connectionist and Symbolic Approaches,Ron Sun,International Encyclopedia of the Social & Behavioral Sciences,,2015-12-31,35,40,10.1016/B978-0-08-097086-8.43005-9,False,B9780080970868430059,{'author': 'Ron Sun'}
true,2021-06-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0016236121010814', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0016236121010814?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.fuel.2021.121202,https://api.elsevier.com/content/article/pii/S0016236121010814,Developing a model for prediction of the combustion performance and emissions of a turboprop engine using the long short-term memory method,Kiyas Kayaalp,Fuel,302,2021-10-15,121202,,10.1016/j.fuel.2021.121202,False,S0016236121010814,"{'author': [{'$': 'Kiyas Kayaalp'}, {'$': 'Sedat Metlek'}, {'$': 'Yasin Şöhret'}]}"
true,2015-03-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780080970868430680', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780080970868430680?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-097086-8.43068-0,https://api.elsevier.com/content/article/pii/B9780080970868430680,Motor Control Models: Learning and Performance,Pietro G. Morasso,International Encyclopedia of the Social & Behavioral Sciences,,2015-12-31,957,964,10.1016/B978-0-08-097086-8.43068-0,False,B9780080970868430680,{'author': 'Pietro G. Morasso'}
true,2021-10-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1084804521002423', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1084804521002423?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jnca.2021.103244,https://api.elsevier.com/content/article/pii/S1084804521002423,Towards development of IoT-ML driven healthcare systems: A survey,Nabila Sabrin Sworna,Journal of Network and Computer Applications,196,2021-12-15,103244,,10.1016/j.jnca.2021.103244,False,S1084804521002423,"{'author': [{'$': 'Nabila Sabrin Sworna'}, {'$': 'A. K. M. Muzahidul Islam'}, {'$': 'Salekul Islam'}]}"
